Zone_ID,Mean_Baseline_LST,Mean_Greening_Cooling_C,Mean_Cool_Surface_Cooling_C,Mean_Best_Cooling_C,Mean_Population,Zone_Latitude,Zone_Longitude,Point_Count,Recommended_Intervention
0_6,43.506454,1.0978583,0.47276676,1.1697778,2.641624979178111,19.733411604880125,75.27299666350606,30,Urban greening
13_9,44.616367,0.9009691,0.31929195,1.034609,1.135170970360438,19.993965580178997,75.3323861193821,30,Urban greening
6_20,45.72159,0.9107199,0.2996198,0.9228715,5.377040460705757,19.853782751437166,75.55195642215162,32,Urban greening
9_7,44.981224,0.85820603,0.31906,0.8855263,14.63548704429909,19.914049771238883,75.29097881537052,27,Urban greening
4_21,46.940758,0.742268,0.32499167,0.79699695,2.618992262873156,19.81318657181185,75.5718238131596,29,Urban greening
4_20,46.27741,0.68661284,0.38665274,0.7918997,2.68491448296441,19.812505386381705,75.5527329461197,36,Urban greening
2_11,45.697147,0.7375112,0.48292923,0.79103315,1.5154644846916199,19.772851980341336,75.37182948048101,34,Urban greening
5_0,42.71167,0.37082672,0.7851715,0.7851715,1.5659669637680054,19.841369232111752,75.16109903812296,1,Cool/permeable surfaces
10_22,46.160492,0.77717304,0.17770672,0.77717304,2.4228582084178925,19.9371267155373,75.5832616355265,4,Urban greening
13_7,44.58492,0.5656103,0.35059047,0.77492666,1.1111097317188978,19.992572519895976,75.2906902554495,32,Urban greening
2_10,45.177773,0.6986324,0.38232747,0.7673621,1.5101846516132356,19.774979777517377,75.3527075839427,40,Urban greening
1_10,45.314766,0.6641644,0.33627668,0.7621142,1.5400654839144812,19.755525624262525,75.35442439098848,36,Urban greening
0_2,41.55286,0.75490695,0.06678518,0.75490695,1.1090654929478962,19.738861100280122,75.20094049153658,3,Urban greening
10_8,45.397778,0.6966351,0.3208078,0.75260943,7.756143207550049,19.934673684101575,75.3096052249706,25,Urban greening
12_5,46.343166,0.60735816,0.20519711,0.74328655,1.725153476633924,19.972958185208963,75.25248048030777,47,Urban greening
7_15,46.21058,0.65319216,0.34649855,0.7382647,6.307922215297304,19.87495758359587,75.45250762020787,29,Urban greening
0_10,43.75055,0.60264945,0.1697089,0.73500484,1.733423802587721,19.73389262709112,75.35211336110726,18,Urban greening
1_13,44.426037,0.6582444,0.23782624,0.7349487,1.9637638595369127,19.75480736304784,75.41221732625534,36,Urban greening
4_22,46.650745,0.69920033,0.47070375,0.7344532,2.5846551656723022,19.81098787173843,75.58488838051107,6,Urban greening
14_11,45.776855,0.6722223,0.2865361,0.7318608,1.6000850720283313,20.012259339288697,75.37323503431625,39,Urban greening
1_7,42.32441,0.63473064,0.2988588,0.7318494,15.62569180556706,19.755408790119283,75.29251235451606,28,Urban greening
0_11,44.135513,0.60425377,0.24219207,0.72006285,1.508597081899643,19.736980850623457,75.37227722242724,20,Urban greening
1_8,42.633484,0.6418964,0.35746914,0.71922386,4.218282760995807,19.75278213285045,75.31267746331412,33,Urban greening
8_14,45.80378,0.59546125,0.4080357,0.71535665,5.551558249705547,19.8932800318612,75.4324998097884,37,Urban greening
10_6,45.987278,0.6375754,0.27066115,0.7149545,3.4436314238442316,19.934928738616485,75.27160421167224,36,Urban greening
14_9,45.20438,0.59317565,0.36905077,0.71132463,1.3866260231927383,20.01469580810617,75.3318528658277,43,Urban greening
2_7,42.79014,0.6620232,0.25550607,0.7093318,16.199308749956963,19.772906126550367,75.29184374682943,39,Urban greening
13_8,44.78688,0.5981963,0.12597112,0.7060654,0.9735195690935309,19.993444086501793,75.31152213362182,33,Urban greening
11_5,45.455353,0.6175437,0.35123378,0.6965849,2.6894410889724205,19.953942869183933,75.25273895289101,29,Urban greening
12_15,44.912216,0.53268206,0.18702526,0.6947282,1.8874826225741157,19.972826708036454,75.45116193635589,29,Urban greening
13_15,45.666695,0.68439925,0.04199195,0.6904652,2.360299777239561,19.994909448374752,75.45073514707558,32,Urban greening
8_18,44.987926,0.6451837,0.15278533,0.6890043,12.959497961504706,19.893686659494232,75.51248960083615,29,Urban greening
3_21,46.191303,0.6341095,0.3187877,0.6885001,2.340091029802958,19.799522350269676,75.56960760890544,18,Urban greening
6_21,46.22038,0.6006496,0.31964955,0.6878568,2.509531937147442,19.85162545073175,75.57151809934857,38,Urban greening
5_20,45.852337,0.652458,0.3159322,0.6872115,2.8405244036724695,19.832173498398138,75.55311056649676,38,Urban greening
5_21,46.454086,0.61334294,0.2532215,0.68416566,2.370611935853958,19.832869676151873,75.57240974990607,24,Urban greening
6_0,42.98511,0.6609516,0.18872769,0.6609516,1.402393102645874,19.854042950210175,75.15865267795334,6,Urban greening
13_18,45.634354,0.64450043,0.2732555,0.65816784,1.9902977420062553,19.99125624834557,75.51171552520215,41,Urban greening
5_19,44.318382,0.5791622,0.20979856,0.65722483,3.649853687028627,19.8316339560757,75.53299735530805,37,Urban greening
2_12,45.29273,0.6098682,0.22518285,0.6568132,1.8681556026140849,19.77407827855404,75.39131918168421,30,Urban greening
8_17,44.16407,0.57233083,0.26868176,0.65391815,27.304584950208664,19.892046575436638,75.4920703168378,32,Urban greening
13_5,44.76911,0.59440494,0.18537521,0.65323126,1.433403038061582,19.99298071449454,75.25115569016471,26,Urban greening
10_21,46.059124,0.6293067,0.25664467,0.6513077,2.130971670150757,19.932129152016802,75.57396453285925,29,Urban greening
6_15,44.42766,0.57516885,0.19875322,0.650498,6.208837180302061,19.8544418073812,75.45245991851735,29,Urban greening
10_7,45.22653,0.56760377,0.29169717,0.6440889,4.358931293090184,19.93428223611224,75.2936218908962,24,Urban greening
7_22,45.137188,0.5422096,0.26602682,0.6423073,4.7629702885945635,19.872373215408675,75.58422706524311,3,Urban greening
3_8,45.05653,0.51443833,0.2367276,0.6377624,5.616745202969282,19.794091535563116,75.31117202768989,39,Urban greening
7_14,44.94466,0.5574288,0.26143125,0.6330489,11.008388275053443,19.873288758903506,75.43246983537587,41,Urban greening
14_15,45.539696,0.59002304,0.08868521,0.62942696,2.743186245946323,20.014435078881142,75.45300220732304,34,Urban greening
0_13,44.707363,0.61580396,0.09057522,0.6234553,1.6301338598132133,19.736635923524453,75.41061894172279,16,Urban greening
3_20,43.32137,0.5364997,0.18042879,0.6220529,3.675650056670694,19.796396154204697,75.5503689020251,34,Urban greening
15_11,45.37533,0.5275266,0.2235978,0.6206563,1.7152391380733913,20.032195972620663,75.37340788448135,45,Urban greening
9_8,45.210743,0.54014903,0.20749731,0.6206173,25.09915828704834,19.91113987463816,75.30991624203519,23,Urban greening
9_15,44.959736,0.5515785,0.21632741,0.6196176,2.8973338762919107,19.913242484029237,75.45099642272153,30,Urban greening
9_6,46.039383,0.4981245,0.3103838,0.6190008,9.834663486480713,19.913069076716695,75.27173767180308,40,Urban greening
2_13,45.710297,0.5106175,0.2972264,0.6159563,2.463220739364624,19.773932067053295,75.41309495612968,35,Urban greening
10_5,45.32336,0.49555635,0.12859185,0.6155629,3.887746791044871,19.932370042718517,75.25185966239006,24,Urban greening
12_9,45.053867,0.50993073,0.27015468,0.6154811,3.1859380389962877,19.9730899805706,75.33163929738771,28,Urban greening
13_11,44.950848,0.53463167,0.23086579,0.6128398,1.6920170881310288,19.993305583257897,75.37084271773185,49,Urban greening
5_11,44.47378,0.57840335,0.31571603,0.60945624,10.21958708040642,19.834327550099683,75.37246489927912,33,Urban greening
8_21,45.281246,0.53297085,0.17555673,0.6084947,3.342724895477295,19.891900872602065,75.57153132965038,35,Urban greening
8_7,44.36111,0.39627165,0.3011551,0.6061023,65.02126635037936,19.89245356849441,75.29114999322111,26,Urban greening
14_18,45.270367,0.50992334,0.275557,0.6028171,1.6513405029590313,20.011222950484918,75.50951124457451,26,Urban greening
6_16,44.526424,0.56439245,0.2383171,0.6003176,6.396655583381653,19.85310348262902,75.47227480335594,20,Urban greening
12_2,45.567787,0.5474992,0.25396854,0.5982514,1.7939084546510564,19.972875719378482,75.19177152541027,43,Urban greening
3_11,44.97486,0.50803554,0.16989502,0.5980851,3.077833647911365,19.793547168179547,75.37121145841375,26,Urban greening
1_12,44.248043,0.51694083,0.3218658,0.5977086,1.4247367605566978,19.752621611344825,75.39380289738146,32,Urban greening
14_16,44.937267,0.50660527,0.17824514,0.5942008,1.8693151559148515,20.012312749775507,75.47312546006818,28,Urban greening
5_12,45.67334,0.49573177,0.19569881,0.5838757,6.85819402900902,19.834085269359473,75.39151805128455,37,Urban greening
3_10,44.83956,0.3703149,0.39934987,0.5822361,3.067150592803955,19.79292496222224,75.3534630281257,23,Cool/permeable surfaces
0_8,41.362804,0.42566517,0.13080782,0.58111596,3.4551761729376658,19.732937498530248,75.3139213889352,35,Urban greening
11_9,44.423786,0.49175915,0.20089409,0.5796532,5.790715549673353,19.95453880283612,75.33294578401225,28,Urban greening
7_0,43.595966,0.47793174,0.17782526,0.577764,1.261811053051668,19.876374697469693,75.15533003276879,17,Urban greening
7_20,45.681713,0.46328366,0.24055016,0.57733,7.3821322321891785,19.873921462711746,75.55363094324714,32,Urban greening
4_8,43.824593,0.44933605,0.14118586,0.5767266,5.202898919582367,19.81406256590553,75.31275737940724,36,Urban greening
14_17,44.6351,0.5459773,0.2257593,0.5732522,1.932432942920261,20.0128157890354,75.49375104551216,27,Urban greening
9_4,45.606346,0.4695686,0.21468914,0.57171094,8.176185369491577,19.913219971858926,75.23243672597165,32,Urban greening
6_18,44.498173,0.44398612,0.13859825,0.571073,6.103304735819498,19.8530771547659,75.5133548690725,30,Urban greening
5_22,46.952824,0.5696651,0.25335747,0.5696651,2.3679500988551547,19.828270531517635,75.58356251215189,7,Urban greening
9_22,45.05528,0.5652411,0.13614824,0.56906766,2.5661231411827936,19.91319065976037,75.58340498582771,9,Urban greening
3_9,45.101875,0.49603596,0.13822924,0.5682605,3.277036437281856,19.794507461790616,75.33122851876882,27,Urban greening
6_7,42.303257,0.449155,0.053841252,0.56777376,38.83220989473404,19.854995715699445,75.29299752279343,31,Urban greening
11_21,45.701504,0.4966154,0.21024537,0.5673965,2.2295954264700413,19.953878840490976,75.57060490179451,32,Urban greening
15_16,45.471012,0.46919885,0.14821942,0.5670483,1.625085404941014,20.034240808729162,75.47206510863194,42,Urban greening
3_12,44.580833,0.4537746,0.1812661,0.5640516,2.86089911205428,19.793605243023528,75.39238896077656,28,Urban greening
11_6,44.26936,0.4503411,0.15733325,0.5638454,3.350188799202442,19.954498712955072,75.27133907538847,32,Urban greening
12_21,45.428032,0.4975322,0.2943438,0.5620276,2.636006080187284,19.96867077172165,75.57141894044184,13,Urban greening
10_16,45.534576,0.45323244,0.19397178,0.55923873,2.4370082391274943,19.931811100570112,75.47224727192227,37,Urban greening
7_18,44.917435,0.49039787,0.28612977,0.5590685,17.230384300495015,19.872797031930027,75.5132883695872,29,Urban greening
12_16,45.397667,0.4398033,0.07707367,0.5567903,2.184396462440491,19.973546351791164,75.47315388349811,25,Urban greening
12_8,45.059418,0.46273226,0.18810238,0.5540428,2.592821894270001,19.97390728030358,75.31225907667108,33,Urban greening
1_11,44.102066,0.49132335,0.22803426,0.5507674,1.581517491229745,19.753348395425764,75.37140875744036,43,Urban greening
0_5,42.085255,0.25384408,0.14134368,0.5488062,1.4105842530727386,19.734700457684216,75.25057742632364,20,Urban greening
0_7,42.518593,0.42883947,0.19072989,0.5480491,13.190073706886984,19.735698090596486,75.29190688701004,33,Urban greening
9_14,44.298542,0.43954757,0.21575664,0.5473563,4.097921437230603,19.91254537883901,75.43178442691233,29,Urban greening
6_6,42.836773,0.43907413,0.15690938,0.5455055,31.07193411097807,19.85370207806948,75.27250411560169,34,Urban greening
12_18,45.264317,0.4511404,0.26418284,0.5449404,2.1910744773017035,19.973861435337138,75.51144053449565,36,Urban greening
13_10,44.468624,0.40500996,0.13229299,0.5424076,1.6202996664269025,19.993992340684045,75.35175762062721,43,Urban greening
13_1,43.394463,0.35557026,0.09772845,0.54157096,3.1573792355401173,19.993910739476842,75.17230079284093,28,Urban greening
8_15,44.94547,0.47334474,0.25579908,0.54101306,6.29888125388853,19.892208041683585,75.45370247101904,31,Urban greening
15_3,45.139965,0.46735406,0.16634788,0.54001004,1.5571961441347677,20.033312305542147,75.21077175913786,31,Urban greening
12_6,45.080105,0.43061468,0.25898752,0.5396835,2.040221229577676,19.973112739901755,75.27037946293927,39,Urban greening
11_4,44.72357,0.32131335,0.23635444,0.5368716,3.5135351181030274,19.955211989264757,75.23177889687284,30,Urban greening
11_16,44.99113,0.4866774,0.01840984,0.5355934,3.2366928633521583,19.953464265602697,75.47204418720348,34,Urban greening
12_11,44.421776,0.37634408,0.25141945,0.5324164,10.290577436748304,19.97246073873121,75.37394790051225,38,Urban greening
12_4,44.6773,0.440673,0.072157964,0.5315996,1.9842353330718145,19.973626903907387,75.23244151116423,36,Urban greening
3_7,44.253773,0.4468305,0.16924989,0.5310856,8.420843347907066,19.79305405048881,75.29262699513586,32,Urban greening
12_3,44.067093,0.43941277,0.17004827,0.52858526,2.9969522670695654,19.973507741892433,75.2120889168496,38,Urban greening
13_16,44.69017,0.44431868,0.1423021,0.5268318,2.0284620714187622,19.99274615708785,75.47065130391226,25,Urban greening
15_17,44.936832,0.46378753,0.14319701,0.52473986,1.5471773481369018,20.029017315241017,75.48806194953156,25,Urban greening
0_12,44.21094,0.44963777,0.12986092,0.5227629,1.4285004578138654,19.735940935826637,75.39103416255575,19,Urban greening
12_12,44.219128,0.4258844,0.10962769,0.51453555,3.547082862854004,19.973190384701166,75.39069689630249,25,Urban greening
7_4,45.549786,0.3937826,0.22590181,0.5137721,10.660989992080196,19.87406411543733,75.23174792734291,31,Urban greening
13_17,45.001347,0.4232216,0.1694753,0.5130788,2.383109724521637,19.99262225394723,75.49129295654168,30,Urban greening
12_17,44.87259,0.35149366,0.21933818,0.5116041,2.874986629153407,19.974340418624656,75.49243835456146,43,Urban greening
14_8,44.18801,0.39310429,0.1515642,0.5111081,1.3608129428965705,20.013873631790254,75.31187854951474,28,Urban greening
1_15,45.287125,0.4474452,0.28043488,0.51034635,2.6683226203918458,19.753172388563073,75.45349039293534,25,Urban greening
14_2,42.344765,0.3712657,0.05634184,0.50319105,11.421311797322454,20.013788246210165,75.19426078817037,37,Urban greening
14_10,44.87959,0.35146078,0.131048,0.50165856,1.8379601041475933,20.012808633437604,75.35147207205046,27,Urban greening
8_0,44.245342,0.34960192,0.17651358,0.501021,1.4817642152309418,19.892844629226786,75.15233777344142,40,Urban greening
6_5,42.980263,0.34451377,0.21624798,0.5000571,38.12986654848666,19.854452975592118,75.25265260086155,37,Urban greening
11_14,43.91744,0.43561327,0.0026192842,0.49792537,2.4166146560951516,19.95410737969814,75.43274821072903,27,Urban greening
7_17,44.352924,0.43523538,0.16227135,0.4960242,47.785021378443794,19.875953115341375,75.49245769630187,26,Urban greening
4_9,44.2796,0.38894883,0.08501701,0.4955064,5.561175274848938,19.812724134900332,75.33122119096312,30,Urban greening
3_15,44.916695,0.44427228,0.086841464,0.49530768,3.359510786831379,19.79463682187229,75.45101856453155,32,Urban greening
7_5,43.849583,0.39766446,0.10382597,0.49380344,16.80487132841541,19.87423052341301,75.25173498368619,31,Urban greening
0_4,41.598934,0.3867285,-0.0035863174,0.49214563,1.5721884369850159,19.731553127483963,75.2321195630575,38,Urban greening
9_9,44.584274,0.32575977,0.2310724,0.48575014,45.9702710118787,19.915514898578735,75.33267070045,29,Urban greening
0_9,41.994366,0.2835482,0.06947724,0.47458395,1.6203542053699493,19.734630274976357,75.33331601412671,24,Urban greening
8_6,44.084393,0.3690138,0.19215749,0.47457054,20.55913543701172,19.893013974432105,75.27268335600576,44,Urban greening
4_10,44.116558,0.2791626,0.145099,0.4741418,4.293714745839437,19.81383965059656,75.35194981318993,30,Urban greening
4_14,44.32983,0.36794022,0.09940621,0.470608,3.675643282551919,19.81458614734841,75.43300317287638,31,Urban greening
0_14,44.982143,0.4701178,0.08237052,0.4701178,2.3674140572547913,19.73933531562108,75.4300958746263,16,Urban greening
11_17,45.84207,0.4010218,0.14085099,0.4694546,2.3909669985642306,19.952896191758743,75.49278888271274,37,Urban greening
11_3,43.533184,0.3930145,0.030912688,0.4673033,2.1987913883093633,19.95379507932392,75.21144716249141,33,Urban greening
6_17,44.573673,0.3514302,0.20388487,0.46310857,7.06647583746141,19.854332552011005,75.49357590314023,31,Urban greening
4_19,42.829987,0.35489935,0.09129785,0.4616665,3.391247397974918,19.814305922633324,75.53312183646223,38,Urban greening
6_22,46.549583,0.45373663,0.01786889,0.459813,2.673345618777805,19.854958473495156,75.58377605455043,9,Urban greening
12_1,44.444645,0.2790272,0.17094554,0.4558635,1.267303276520509,19.9710329986058,75.17092497733046,26,Urban greening
8_16,44.04826,0.30363408,0.21964885,0.455756,6.7354541884528265,19.894162644688958,75.47280136715182,27,Urban greening
4_1,41.36652,0.39549002,0.009211223,0.44917426,1.6752722925610013,19.816657079677846,75.17567063275447,9,Urban greening
11_18,45.668095,0.3815843,0.09976892,0.44672483,2.1154558693661407,19.954030752516204,75.51274687237769,34,Urban greening
12_20,44.49056,0.27536258,0.08083477,0.44518393,2.368764525651932,19.970779170006836,75.55267437002269,20,Urban greening
11_15,45.13926,0.36070105,0.12619479,0.44449958,2.5948816003470587,19.954460607658394,75.45313494671908,29,Urban greening
13_19,44.819164,0.3599192,0.07076461,0.44408575,2.7825960126416436,19.992482152981992,75.53067690254696,29,Urban greening
3_19,42.01874,0.3828292,0.09308243,0.44108036,13.763485452107021,19.791791699546835,75.53188277375007,35,Urban greening
5_10,44.457714,0.31656647,0.11529509,0.4408482,32.90099889039993,19.833845538149287,75.35220510308076,24,Urban greening
12_0,42.749462,0.23021507,0.05185474,0.4359561,1.1275675974108956,19.970680342026537,75.1551428491067,22,Urban greening
1_6,42.211887,0.28896198,0.076913476,0.43590412,3.641163362039102,19.752758933007893,75.27176032714681,37,Urban greening
7_19,44.753876,0.27666414,0.17334044,0.43521583,10.526143342256546,19.874338880154497,75.53189949771588,32,Urban greening
10_14,44.663387,0.33941305,0.0036764145,0.4349779,3.2508074790239334,19.932934439573806,75.4334301412033,32,Urban greening
11_19,45.257946,0.40029502,0.04023583,0.43442547,2.3591612538983746,19.95288480354062,75.53173813225568,31,Urban greening
8_19,45.063946,0.3603121,0.06703171,0.43024328,3.67061172081874,19.89368922189726,75.53308823852184,26,Urban greening
8_5,43.385204,0.32564506,0.049223248,0.43008202,7.049815868076525,19.892356786080445,75.2526644879889,38,Urban greening
10_15,44.459557,0.20316944,0.03997009,0.42772964,2.343451164864205,19.934144301160256,75.45123435684714,37,Urban greening
14_19,45.12289,0.30148545,0.1858345,0.42689896,2.135406970977783,20.005612468299045,75.52680373319416,5,Urban greening
4_11,44.312424,0.27380085,0.053306792,0.4205425,3.627086639404297,19.81437230646728,75.37165219535164,36,Urban greening
6_12,44.641212,0.25267884,0.182352,0.41750798,17.035857995351154,19.852123138302737,75.39140382971671,33,Urban greening
7_3,43.58361,0.18245901,0.15353432,0.41717872,6.820350376764933,19.87413772861168,75.21320983604217,30,Urban greening
10_4,44.4255,0.32493463,0.0034086863,0.4153347,9.756237562497457,19.934391910857933,75.2319236642922,30,Urban greening
6_4,43.108315,0.1609726,0.18744722,0.41306883,32.68188463675009,19.852826779969508,75.23190966112183,37,Cool/permeable surfaces
14_12,43.77589,0.3481421,0.047947884,0.41279194,2.7658082970551083,20.01275208766156,75.39104595273298,28,Urban greening
6_3,43.022915,0.22269677,0.30143344,0.41210306,50.13867101998165,19.853076975025665,75.21317459672034,29,Cool/permeable surfaces
2_14,45.349606,0.26468387,0.13407837,0.411311,2.5952820854802288,19.771542536565054,75.43306397284604,31,Urban greening
7_21,44.490036,0.34413278,0.028604655,0.4112615,3.935262606694148,19.873289652088165,75.57399945591702,26,Urban greening
11_8,42.755432,0.24424396,0.09602221,0.40707612,5.864797823569354,19.952718021733915,75.31324450281129,34,Urban greening
10_3,43.63303,0.3294051,0.09359881,0.40576845,9.846912920475006,19.933925760706806,75.21206292438441,30,Urban greening
2_6,41.863544,0.28692627,0.17856762,0.40407562,3.8402674879346574,19.773188103565502,75.27203026569778,21,Urban greening
5_18,43.917946,0.2544766,0.03275942,0.40100414,3.4062409332820347,19.833273587553936,75.51345403227936,35,Urban greening
